id,name,address,market,submarket,sale_date,class,units,year_built,sf,avg_sf,sale_price,cap_rate,ppu,psf,buyer,seller,notes,lat,lng
259,Ashton at Dulles Corner,"13958 Mansarde Ave, Herndon, VA",Washington DC,Herndon,Aug-25,B,454,2009.0,460810.0,1015.0,147000000.0,4.8,323789.0,319.0,Bozzuto,Greystar,,38.953665,-77.427015
260,AVA H Street,"318 I St NE, Washington, DC",Washington DC,Washington DC,Aug-25,B,138,2013.0,99084.0,718.0,36000000.0,5.75,260870.0,363.0,Foulger Pratt/PCCP,AvalonBay,Part of 4-property AvalonBay NoMa portfolio sale; Foulger Pratt/PCCP / AvalonBay; $446.2M total,38.901387,-77.001721
261,Avalon First and M,"1160 1st St NE, Washington, DC",Washington DC,Washington DC,Aug-25,B,469,2012.0,439922.0,938.0,181750000.0,5.75,387527.0,413.0,Foulger Pratt/PCCP,AvalonBay,Part of 4-property AvalonBay NoMa portfolio sale; Foulger Pratt/PCCP / AvalonBay; $446.2M total,38.905176,-77.005959
262,AVA NoMa,"55 M St NE, Washington, DC",Washington DC,Washington DC,Aug-25,B,438,2018.0,367044.0,838.0,142480000.0,5.75,325297.0,388.0,Foulger Pratt/PCCP,AvalonBay,Part of 4-property AvalonBay NoMa portfolio sale; Foulger Pratt/PCCP / AvalonBay; $446.2M total,38.905585,-77.007257
263,Avalon Gallery Place,"770 5th St NW, Washington, DC",Washington DC,Washington DC,Aug-25,B,203,2003.0,184121.0,907.0,86000000.0,5.75,423645.0,467.0,Foulger Pratt/PCCP,AvalonBay,Part of 4-property AvalonBay NoMa portfolio sale; Foulger Pratt/PCCP / AvalonBay; $446.2M total,38.899051,-77.019002
264,The Batley,"1270 4th St NE, Washington, DC",Washington DC,Washington DC,Jul-25,A,432,2019.0,300240.0,695.0,155000000.0,5.25,358796.0,516.0,Peterson,JBG Smith,,38.908416,-76.999691
265,Plaza Towers,"6700 Belcrest Rd, Hyattsville, MD",Washington DC,Prince George's County,Jul-25,C,288,1964.0,238176.0,827.0,56900000.0,5.5,197569.0,239.0,Horning,Jair Lynch,,38.97182,-76.953913
266,WestEnd25,"1255 25th St NW, Washington, DC",Washington DC,Washington DC,Jun-25,B,283,2009.0,273378.0,966.0,186000000.0,4.9,657244.0,680.0,JRK,JBG Smith,,38.906266,-77.053222
267,Chase Heritage,"1212 Chase Heritage Cir, Sterling, VA",Washington DC,Loudoun County,Jun-25,C,236,1986.0,234584.0,994.0,71980000.0,5.5,305000.0,307.0,TruAmerica,McDowell,,38.995119,-77.416217
268,Hideaway Townhomes,"5600 Salem Run Blvd, Fredericksburg, VA",Washington DC,Fredericksburg,Apr-25,C,200,1999.0,210000.0,1050.0,47000000.0,5.75,235000.0,224.0,Linden,JRK,,38.275134,-77.532374
269,Fenwick,"8616 2nd Ave, Silver Spring, MD",Washington DC,Silver Spring,Apr-25,B,311,2014.0,247556.0,796.0,90190000.0,5.25,290000.0,364.0,29th Street,Fairfield,,38.997125,-77.033689
270,Central,"8455 Fenton St, Silver Spring, MD",Washington DC,Silver Spring,Mar-25,B,243,2017.0,214905.0,885.0,71350000.0,5.25,293621.0,332.0,Galium Capital,Grosvenor,,38.995904,-77.024559
271,8001 Woodmont,"8001 Woodmont Ave, Bethesda, MD",Washington DC,Bethesda,Feb-25,A,322,2022.0,344540.0,1070.0,177000000.0,4.75,549689.0,514.0,Peterson,JBG Smith,,38.98993,-77.096354
272,Adaire,"1521 Boyd Pointe Way, Vienna, VA",Washington DC,Tysons,Feb-25,B,400,2016.0,315600.0,789.0,124000000.0,5.0,310000.0,393.0,Carmel,Greystar,,38.93067,-77.241309
273,Latitude,"3601 Fairfax Dr, Arlington, VA",Washington DC,Arlington,Jan-25,A,265,2017.0,216735.0,819.0,112250000.0,4.9,423585.0,517.0,Carmel,Greystar,,38.88346,-77.103449
274,Brentford at the Mile,"7970 Maitland St, McLean, VA",Washington DC,McLean,Jan-25,B,411,2022.0,407352.0,992.0,167250000.0,5.0,406934.0,410.0,Sentinel,Kettler,,38.928073057067984,-77.2206617415853
275,Century Tower,"182 W Lake St, Chicago, IL",Chicago,Downtown Chicago,2026-03-20,,293,1930.0,174628.0,596.0,64650000.0,5.85,220648.0,370.21,Golub/EOS,Golub/Affinius,,41.885788440979,-87.633635928336
276,220 WIL,"220 W Illinois St, Chicago, IL",Chicago,Downtown Chicago,2026-03-10,,188,2014.0,167508.0,891.0,77250000.0,5.4,410904.0,461.17,AmTrust RE,Cortland,,41.890836330295,-87.634701677072
277,Flair Tower,"222 W Erie St, Chicago, IL",Chicago,Downtown Chicago,2026-03-05,,198,2010.0,173646.0,877.0,85000000.0,5.6,429293.0,489.5,Waterton,GID Investment,,41.894037846615,-87.634958288247
278,Avra,"1125 W Van Buren St, Chicago, IL",Chicago,Downtown Chicago,2026-03-04,,198,2021.0,120186.0,607.0,66000000.0,5.65,333333.0,549.15,Cedar Street,Tandem Partners,,41.87647585244,-87.656333492535
279,73 E Lake,"73 E Lake St, Chicago, IL",Chicago,Downtown Chicago,2026-01-29,,332,2014.0,298468.0,899.0,126000000.0,5.5,379518.0,422.16,Intercontinental / Magellan,UBS / RMK,,41.885670901786,-87.625677493946
280,1900 W Lawrence Ave,"1900 W Lawrence Ave, Chicago, IL",Chicago,Downtown Chicago,2025-12-01,,59,2021.0,81066.0,1374.0,28450000.0,5.5,482203.0,350.95,Bender / Walker & Dunlop,CA Residential (recievership),,41.96884942914,-87.676280288623
281,420 E Ohio,"420 E Ohio St, Chicago, IL",Chicago,Downtown Chicago,2025-12-01,,263,1991.0,259055.0,985.0,89000000.0,5.8,338403.0,343.56,FPA,Green Cities,,41.892706610881,-87.617282360105
282,The Wave,"420 W Belmont Ave, Chicago, IL",Chicago,Downtown Chicago,2025-12-01,,207,1967.0,150282.0,726.0,56750000.0,6.5,274155.0,377.62,Laramar,SPNA,,41.940165353229,-87.640424187816
283,Milieu,"205 S Peoria St, Chicago, IL",Chicago,Downtown Chicago,2025-12-09,,275,2019.0,222475.0,809.0,134000000.0,5.25,487273.0,602.32,AMLI,Pacific Life,,41.879076280791,-87.649536590235
284,AM 1980,"1980 N Milwaukee Ave, Chicago, IL",Chicago,Downtown Chicago,2025-12-05,,132,2018.0,85668.0,649.0,34600000.0,6.0,262121.0,403.88,Cedar,Clayco,,41.917284292015,-87.688273315636
285,North Water,"340 E North Water St, Chicago, IL",Chicago,Downtown Chicago,2025-11-19,,398,2015.0,361782.0,909.0,174750000.0,5.6,439070.0,483.03,FPA,Crescent Heights,,41.889592267852,-87.619388423797
286,One East Delaware,"1 E Delaware Pl, Chicago, IL",Chicago,Downtown Chicago,2025-11-01,,304,1989.0,233472.0,768.0,130150000.0,6.0,428125.0,557.45,Friedkin Property Group,Golub / Alcion,,41.899083847,-87.628187771486
287,Left Bank,"300 N Canal St, Chicago, IL",Chicago,Downtown Chicago,2025-11-01,,451,2006.0,343662.0,762.0,151000000.0,5.5,334812.0,439.39,Hines,PGIM,,41.886870728538,-87.6399777744
288,The Porter,"2411 N Lincoln Ave, Chicago, IL",Chicago,Downtown Chicago,2025-10-31,,36,2024.0,39312.0,1092.0,28000000.0,,777778.0,712.25,Highgate Capital,Wildwood Investments,,41.925740526034,-87.649062997758
289,Monroe Aberdeen Place,"1050 W Monroe St, Chicago, IL",Chicago,Downtown Chicago,2025-10-22,,120,2018.0,133920.0,1116.0,63000000.0,6.0,525000.0,470.43,LRE Management,Origin,,41.880446533741,-87.653350395375
290,Low-Line Commons,"3431 N Ashland Ave, Chicago, IL",Chicago,Downtown Chicago,2025-10-16,,95,2022.0,85975.0,905.0,40000000.0,6.0,421053.0,465.25,Highland Partners,Wildwood Investments,,41.944037965449,-87.668706280938
291,Webster Square Apartments,"558 W Webster Ave, Chicago, IL",Chicago,Downtown Chicago,2025-10-22,,75,2014.0,57600.0,768.0,35750000.0,,476667.0,620.66,Beal Properties,Sandz Development,,41.921959584098,-87.642801497996
292,Avondale Townhomes,"4200 W Belmont Ave, Chicago, IL",Chicago,Downtown Chicago,2025-08-28,,52,2022.0,151892.0,2921.0,33870000.0,4.2,651346.0,222.99,Acacia Asset Management,Noah Properties,,41.939086437345,-87.732116239181
293,The Mason,"180 N Ada St, Chicago, IL",Chicago,Downtown Chicago,2025-08-11,,263,2019.0,218553.0,831.0,89500000.0,5.25,340304.0,409.51,Waterton,Marquette/DWS,,41.885289504979,-87.660840169049
294,Congressman Apartments,"1401 S Blue Island Ave, Chicago, IL",Chicago,Downtown Chicago,2025-07-23,,195,1981.0,124605.0,639.0,34000000.0,,174359.0,272.86,L+M Development,SK Management,,41.863340866315,-87.656394290212
295,1100 N Dearborn Street,"1100 N Dearborn Pkwy, Chicago, IL",Chicago,Downtown Chicago,2025-07-02,,247,1937.0,140543.0,569.0,43000000.0,5.7,174089.0,305.96,CRM Properties Group,Berger Realty Group,,41.901923895297,-87.630004246501
296,Millie on Michigan,"88 E Wacker Pl, Chicago, IL",Chicago,Downtown Chicago,2025-07-01,,289,2022.0,216461.0,749.0,122000000.0,5.25,422145.0,563.61,Cedar Street/Kayne Anderson,Sterling Bay/Magellan,,41.886877440339,-87.625489054965
297,The Archer,"1211 N La Salle Dr, Chicago, IL",Chicago,Downtown Chicago,2025-05-12,,68,1929.0,63376.0,932.0,21000000.0,,308824.0,331.36,Strategic Properties,Redwood Trust,,41.904122085071,-87.632776176557
298,The Scott Residences,"211 W Scott St, Chicago, IL",Chicago,Downtown Chicago,2025-05-01,,71,2014.0,60776.0,856.0,32492825.0,5.4,457645.0,534.63,Exposition Residential,JDL,,41.904879846386,-87.634987261917
299,Noca Blu Apartments,"2340 N California Ave, Chicago, IL",Chicago,Downtown Chicago,2025-04-04,,138,2018.0,92736.0,672.0,39400000.0,5.75,285507.0,424.86,Morgan Properties,Trilogy RE Group,,41.923952088824,-87.697468552911
